niveau_etude,region,smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
doctorat,Corse,non,2463.0,1.0,553.0,889.2299999999999,15652.431746675493
doctorat,Occitanie,oui,2498.0,1.0,553.0,761.076,18244.112242171323
bac,Corse,non,2353.0,5.0,434.0,887.5,500.0
master,Provence-Alpes-Côte d’Azur,non,1629.0,1.0,629.0,628.406,500.0
master,Île-de-France,non,1120.0,2.0,634.0,751.858,35070.03909571301
bac+2,Hauts-de-France,oui,500.0,2.0,633.0,639.64,500.0
aucun,Auvergne-Rhône-Alpes,non,3211.0,2.0,503.0,1203.17,13668.834172108887
master,Auvergne-Rhône-Alpes,oui,3014.0,4.0,576.0,814.8380000000001,28819.075039984185
master,Auvergne-Rhône-Alpes,non,500.0,1.0,797.0,1064.61,20944.42018948653
aucun,Provence-Alpes-Côte d’Azur,non,4210.0,5.0,557.0,756.854,8211.053673623343
bac,Bretagne,oui,1253.0,2.0,577.0,926.97,500.0
master,Provence-Alpes-Côte d’Azur,oui,2501.0,4.0,576.0,814.2180000000001,10984.65059846852
bac,Île-de-France,oui,1591.0,3.0,331.0,884.9680000000001,500.0
doctorat,Hauts-de-France,oui,4283.0,2.0,837.0,830.588,20718.920188420325
bac+2,Hauts-de-France,non,1979.0,1.0,553.0,536.04,500.0
master,Normandie,non,1497.0,4.0,576.0,593.73,19184.122591464125
bac,Hauts-de-France,oui,1481.0,3.0,581.0,694.6160000000001,500.0
bac,Île-de-France,non,1900.0,0.0,617.0,835.604,11772.799305081704
bac,Auvergne-Rhône-Alpes,oui,1677.0,3.0,313.0,640.6400000000001,500.0
bac+2,Hauts-de-France,non,2472.0,5.0,557.0,1057.65,500.0
doctorat,Bretagne,oui,1603.0,0.0,301.0,816.6600000000001,10321.12867438911
bac,Île-de-France,oui,1848.0,1.0,553.0,885.5600000000001,4762.554313167681
bac,Corse,non,2963.0,5.0,672.0,854.9540000000001,500.0
master,Normandie,non,1022.0,3.0,481.0,770.934,500.0
bac,Occitanie,oui,2383.0,1.0,553.0,858.624,500.0
bac+2,Bretagne,non,1252.0,3.0,581.0,945.8880000000001,20810.72186300894
master,Occitanie,non,2991.0,2.0,476.0,741.64,35324.41059405857
bac,Provence-Alpes-Côte d’Azur,non,2138.0,2.0,577.0,893.174,9348.235706928515
aucun,Normandie,oui,2883.0,4.0,576.0,851.7379999999999,500.0
bac+2,Corse,non,4403.0,3.0,581.0,751.196,24102.562178675496
doctorat,Auvergne-Rhône-Alpes,oui,2244.0,1.0,553.0,1037.24,500.0
master,Normandie,oui,1674.0,1.0,553.0,568.01,2318.801619269081
doctorat,Provence-Alpes-Côte d’Azur,oui,1274.0,3.0,581.0,578.78,3279.3898971329018
master,Provence-Alpes-Côte d’Azur,oui,3526.0,2.0,577.0,692.718,500.0
doctorat,Occitanie,non,5021.0,2.0,577.0,1001.3680000000002,44318.76029882071
bac+2,Île-de-France,oui,500.0,4.0,302.0,482.6199999999999,500.0
bac+2,Normandie,oui,1954.0,4.0,576.0,876.2140000000002,500.0
bac+2,Occitanie,non,501.0,0.0,580.0,656.9540000000001,11708.019989648128
bac,Provence-Alpes-Côte d’Azur,oui,500.0,1.0,553.0,713.5759999999999,500.0
aucun,Corse,oui,2996.0,4.0,576.0,632.25,1464.9488789627408
doctorat,Occitanie,oui,3051.0,3.0,581.0,946.35,29170.63948049445
bac,Bretagne,non,3103.0,5.0,557.0,840.65,500.0
bac+2,Auvergne-Rhône-Alpes,oui,500.0,0.0,580.0,650.918,500.0
doctorat,Normandie,oui,2269.0,1.0,553.0,1036.97,500.0
master,Provence-Alpes-Côte d’Azur,non,1609.0,1.0,405.0,748.2379999999999,20245.6528981206
doctorat,Provence-Alpes-Côte d’Azur,non,3359.0,5.0,745.0,543.2239999999999,16655.16133744293
master,Occitanie,non,530.0,5.0,625.0,749.9680000000001,506.1000696557594
master,Auvergne-Rhône-Alpes,oui,4781.0,3.0,371.0,731.4459999999999,15607.164153245729
doctorat,Occitanie,oui,1794.0,2.0,658.0,517.97,500.0
bac+2,Île-de-France,non,3868.0,0.0,580.0,777.6659999999999,24568.552873353263
doctorat,Hauts-de-France,oui,1951.0,3.0,347.0,915.7239999999999,20157.827863254694
master,Bretagne,non,2059.0,5.0,557.0,879.356,3308.9064396020794
aucun,Hauts-de-France,non,3714.0,0.0,580.0,739.09,500.0
bac+2,Occitanie,oui,520.0,5.0,621.0,789.466,500.0
doctorat,Auvergne-Rhône-Alpes,non,4291.0,1.0,553.0,802.236,33001.40029680384
master,Corse,oui,5458.0,4.0,633.0,1114.15,15442.104883091608
doctorat,Normandie,oui,1077.0,1.0,553.0,899.202,4199.379275131533
bac,Corse,non,2199.0,1.0,387.0,986.5099999999999,7622.533229372277
master,Hauts-de-France,oui,3113.0,1.0,380.0,797.05,3080.492487464247
aucun,Provence-Alpes-Côte d’Azur,oui,3207.0,3.0,581.0,1307.961000000001,500.0
aucun,Corse,non,2327.0,2.0,577.0,686.774,500.0
master,Occitanie,non,1465.0,3.0,628.0,593.75,23779.54164622753
doctorat,Provence-Alpes-Côte d’Azur,non,2008.0,0.0,580.0,671.79,41186.912958780806
master,Corse,non,500.0,5.0,556.0,774.52,500.0
aucun,Hauts-de-France,oui,3528.0,3.0,581.0,692.7180000000001,1435.4474349906754
doctorat,Auvergne-Rhône-Alpes,oui,4044.0,2.0,577.0,693.436,20244.96496449784
bac+2,Occitanie,non,500.0,3.0,581.0,656.9540000000001,500.0
bac,Corse,non,1810.0,3.0,581.0,864.0200000000001,500.0
bac,Bretagne,oui,3272.0,3.0,653.0,816.5699999999999,18739.434573768805
aucun,Normandie,non,4039.0,5.0,557.0,706.3340000000001,26722.51063891717
aucun,Occitanie,non,1697.0,4.0,622.0,744.9319999999999,500.0
bac,Hauts-de-France,non,2053.0,5.0,396.0,750.966,4420.722427663023
master,Auvergne-Rhône-Alpes,non,1289.0,3.0,581.0,1223.33,500.0
doctorat,Auvergne-Rhône-Alpes,non,2623.0,0.0,681.0,990.79,35380.09618294562
master,Normandie,non,3359.0,4.0,522.0,906.02,28205.740727397675
aucun,Normandie,non,4204.0,5.0,593.0,751.0780000000001,18213.101271004227
bac+2,Île-de-France,oui,1732.0,1.0,818.0,785.952,17723.20021809159
aucun,Île-de-France,oui,2622.0,0.0,352.0,665.71,6984.706974534388
doctorat,Île-de-France,non,2737.0,5.0,580.0,774.878,1440.069571905364
master,Corse,non,1216.0,5.0,316.0,849.732,500.0
doctorat,Bretagne,oui,2948.0,2.0,577.0,929.27,17211.450771728832
bac,Occitanie,non,1530.0,2.0,577.0,559.35,500.0
bac+2,Auvergne-Rhône-Alpes,oui,2302.0,5.0,765.0,931.5720000000001,500.0
bac,Normandie,non,1590.0,0.0,580.0,894.8539999999999,500.0
master,Bretagne,non,4143.0,5.0,466.0,820.382,2173.539199674299
doctorat,Occitanie,oui,4733.0,0.0,580.0,1231.54,20610.18863484644
master,Île-de-France,non,2820.0,2.0,649.0,916.0020000000001,14502.031079825532
master,Occitanie,non,3907.0,2.0,736.0,774.7239999999999,43038.733675838776
bac+2,Normandie,non,2968.0,2.0,577.0,1063.492,12664.435501178286
master,Île-de-France,non,2566.0,2.0,577.0,540.08,20237.30157615237
bac,Normandie,non,3279.0,5.0,557.0,981.902,21833.999417828752
master,Île-de-France,oui,3056.0,0.0,721.0,1094.8899999999999,2778.895441146856
aucun,Normandie,non,4407.0,4.0,704.0,751.196,8503.44658404202
bac,Bretagne,oui,3900.0,5.0,493.0,774.7239999999999,20600.912025801503
master,Provence-Alpes-Côte d’Azur,oui,2512.0,3.0,581.0,823.8220000000001,500.0
doctorat,Occitanie,oui,3408.0,1.0,553.0,693.69,500.0
bac,Bretagne,oui,1870.0,5.0,357.0,620.5219999999999,500.0
doctorat,Corse,non,3890.0,5.0,557.0,681.3480000000001,30264.14579652031
doctorat,Bretagne,non,3540.0,5.0,557.0,504.524,19833.87940555405
bac,Occitanie,oui,4340.0,2.0,577.0,812.5519999999999,500.0
bac+2,Normandie,oui,1922.0,4.0,301.0,494.82,6920.170149102289
master,Auvergne-Rhône-Alpes,non,3320.0,0.0,785.0,791.566,11431.23009848331
aucun,Occitanie,non,1526.0,0.0,420.0,755.796,500.0
bac,Normandie,non,3012.0,3.0,581.0,824.488,8383.41641013824
doctorat,Occitanie,oui,3245.0,4.0,745.0,808.998,20849.14794541604
bac,Île-de-France,oui,2221.0,3.0,581.0,746.9440000000001,500.0
bac+2,Occitanie,non,500.0,3.0,581.0,656.9540000000001,500.0
bac+2,Corse,oui,2231.0,3.0,581.0,792.674,595.4529022693162
bac+2,Occitanie,non,1209.0,1.0,553.0,1023.454,4421.836090337169
bac,Bretagne,non,2176.0,1.0,553.0,831.04,22156.6601666299
aucun,Corse,non,2770.0,4.0,424.0,1016.6780000000001,500.0
bac,Hauts-de-France,oui,3743.0,1.0,553.0,922.1139999999999,500.0
aucun,Provence-Alpes-Côte d’Azur,non,1339.0,4.0,760.0,1113.23,500.0
bac+2,Bretagne,oui,5408.0,3.0,327.0,1058.64,12003.974387865432
bac+2,Île-de-France,non,5316.0,2.0,577.0,760.2239999999999,19556.521117359865
doctorat,Île-de-France,non,2277.0,5.0,804.0,1042.842,15115.590081648994
doctorat,Auvergne-Rhône-Alpes,non,1163.0,3.0,473.0,797.76,31218.020232801584
bac+2,Provence-Alpes-Côte d’Azur,non,1609.0,4.0,625.0,748.2379999999999,500.0
bac,Hauts-de-France,oui,4957.0,2.0,787.0,1223.69,9446.472980106704
bac+2,Hauts-de-France,non,5505.0,2.0,692.0,988.994,22506.54481869007
doctorat,Corse,non,5200.0,4.0,576.0,867.952,27305.77273471144
master,Corse,oui,4483.0,3.0,825.0,654.742,24757.281249515778
bac+2,Provence-Alpes-Côte d’Azur,oui,3111.0,5.0,557.0,488.9,500.0
doctorat,Hauts-de-France,non,2904.0,0.0,558.0,765.92,26267.050324186486
doctorat,Provence-Alpes-Côte d’Azur,oui,500.0,3.0,581.0,713.5759999999999,500.0
bac+2,Occitanie,oui,1945.0,5.0,557.0,882.4179999999999,500.0
bac+2,Normandie,non,3200.0,2.0,577.0,713.394,500.0
doctorat,Bretagne,oui,1861.0,1.0,529.0,542.182,6011.798991135412
doctorat,Auvergne-Rhône-Alpes,non,2440.0,1.0,439.0,860.06,31792.38150694156
master,Île-de-France,oui,1119.0,2.0,577.0,751.858,14916.0339311424
master,Provence-Alpes-Côte d’Azur,oui,1192.0,2.0,577.0,892.088,10733.234559213986
aucun,Normandie,oui,1185.0,1.0,629.0,839.606,500.0
bac,Île-de-France,oui,1021.0,3.0,581.0,661.7,500.0
aucun,Auvergne-Rhône-Alpes,oui,1309.0,3.0,710.0,839.3880000000001,500.0
bac+2,Hauts-de-France,oui,963.0,1.0,553.0,825.348,500.0
bac+2,Île-de-France,non,3573.0,4.0,657.0,888.67,35923.21824329299
bac+2,Île-de-France,oui,1035.0,2.0,577.0,704.568,1352.1952582900844
doctorat,Hauts-de-France,oui,1385.0,4.0,576.0,1307.961000000001,11579.698833698158
doctorat,Occitanie,oui,3073.0,3.0,360.0,778.9680000000001,500.0
master,Hauts-de-France,oui,2724.0,2.0,513.0,1090.67,500.0
bac,Auvergne-Rhône-Alpes,oui,1671.0,4.0,576.0,978.006,8230.338986540903
doctorat,Bretagne,non,2320.0,4.0,580.0,752.984,36167.76622830452
doctorat,Hauts-de-France,oui,2253.0,0.0,450.0,754.2239999999999,500.0
master,Normandie,oui,2781.0,5.0,557.0,834.3219999999999,12849.66453351526
bac+2,Corse,oui,2691.0,1.0,553.0,1042.914,5178.461905660711
bac,Normandie,oui,2421.0,3.0,734.0,664.416,10377.238066160244
master,Corse,non,3344.0,3.0,581.0,934.3900000000001,8082.296416917527
bac+2,Bretagne,non,1885.0,0.0,811.0,881.8100000000001,27756.833338880904
bac,Corse,oui,3343.0,0.0,580.0,849.0560000000002,500.0
doctorat,Île-de-France,non,1774.0,2.0,326.0,1039.09,500.0
bac,Occitanie,non,1464.0,3.0,647.0,553.2660000000001,10131.66846365795
bac,Corse,non,1518.0,4.0,576.0,899.766,3912.560356258768
bac+2,Normandie,oui,1519.0,4.0,524.0,787.884,500.0
aucun,Corse,non,1977.0,1.0,553.0,829.368,500.0
master,Provence-Alpes-Côte d’Azur,oui,4479.0,2.0,625.0,654.742,11704.36628697587
bac,Hauts-de-France,non,2395.0,4.0,639.0,1037.432,13531.803584188276
bac,Bretagne,oui,2173.0,5.0,557.0,899.494,4137.958771077626
doctorat,Corse,non,1579.0,4.0,576.0,836.5600000000001,17478.508978244045
doctorat,Île-de-France,oui,5270.0,3.0,698.0,911.9619999999999,37943.8602929614
aucun,Occitanie,non,3315.0,0.0,712.0,896.9399999999999,500.0
master,Provence-Alpes-Côte d’Azur,oui,500.0,1.0,553.0,713.5759999999999,500.0
bac+2,Hauts-de-France,oui,4392.0,2.0,678.0,610.222,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,2762.0,2.0,577.0,817.188,7230.425395693608
master,Bretagne,non,2236.0,3.0,581.0,612.5759999999999,23789.25327939984
doctorat,Provence-Alpes-Côte d’Azur,non,500.0,2.0,387.0,713.5759999999999,500.0
bac,Bretagne,non,2010.0,5.0,806.0,452.14,500.0
master,Auvergne-Rhône-Alpes,non,4181.0,3.0,807.0,996.466,45953.10735215207
aucun,Corse,oui,964.0,3.0,581.0,989.03,500.0
bac+2,Bretagne,non,2618.0,0.0,580.0,867.2819999999999,28319.53589596485
doctorat,Occitanie,non,2246.0,3.0,581.0,773.412,8360.660090286354
bac,Auvergne-Rhône-Alpes,oui,1086.0,1.0,836.0,685.02,500.0
bac,Hauts-de-France,oui,2147.0,0.0,623.0,900.146,500.0
master,Hauts-de-France,non,2773.0,5.0,557.0,1044.572,20527.32364551167
master,Bretagne,oui,1721.0,3.0,765.0,752.9080000000001,500.0
master,Corse,oui,2365.0,5.0,557.0,985.68,500.0
aucun,Île-de-France,non,4123.0,5.0,557.0,674.256,18200.41903580191
doctorat,Occitanie,non,2809.0,0.0,580.0,691.794,19980.13470989714
bac,Auvergne-Rhône-Alpes,oui,2575.0,4.0,350.0,265.2039,500.0
bac,Hauts-de-France,non,6029.0,5.0,546.0,606.23,738.0742498209131
bac+2,Bretagne,non,2515.0,3.0,581.0,509.07,17999.64542909169
aucun,Bretagne,oui,2117.0,1.0,553.0,1143.6019999999999,500.0
master,Auvergne-Rhône-Alpes,non,2667.0,3.0,581.0,265.2039,16912.590543496095
bac,Provence-Alpes-Côte d’Azur,oui,4145.0,2.0,586.0,820.382,500.0
bac,Auvergne-Rhône-Alpes,oui,1449.0,2.0,577.0,925.4720000000001,500.0
master,Île-de-France,non,2869.0,3.0,581.0,798.398,26304.32033268927
aucun,Provence-Alpes-Côte d’Azur,oui,1836.0,5.0,513.0,676.106,500.0
master,Corse,non,4243.0,2.0,649.0,744.2259999999999,500.0
bac,Île-de-France,oui,4591.0,5.0,557.0,718.108,11024.348114058204
aucun,Île-de-France,oui,1881.0,5.0,397.0,1028.83,4106.986035111996
master,Île-de-France,non,1717.0,1.0,553.0,739.45,500.0
bac+2,Corse,non,3783.0,3.0,818.0,773.33,500.0
doctorat,Hauts-de-France,non,3738.0,2.0,823.0,884.6,28857.19324652385
doctorat,Île-de-France,oui,1516.0,3.0,702.0,935.2980000000001,26197.652891425936
bac,Bretagne,non,4273.0,1.0,553.0,777.494,26922.83476679464
master,Île-de-France,non,647.0,5.0,557.0,681.23,14442.63221628915
bac+2,Occitanie,non,1425.0,3.0,581.0,518.27,19554.29312460119
bac,Bretagne,non,3602.0,3.0,599.0,1029.08,22861.79456782428
master,Corse,oui,2107.0,0.0,645.0,775.36,5801.595224781476
master,Bretagne,oui,747.0,0.0,580.0,615.746,6737.0437220161775
master,Corse,oui,3366.0,4.0,576.0,596.6640000000001,500.0
master,Bretagne,non,1820.0,1.0,553.0,709.048,7893.045955084727
aucun,Normandie,oui,1529.0,2.0,577.0,877.0840000000001,500.0
bac+2,Île-de-France,non,4314.0,0.0,580.0,861.126,5419.59294159302
doctorat,Corse,oui,3726.0,3.0,762.0,782.258,19072.951075048928
master,Bretagne,oui,2371.0,0.0,580.0,767.914,8475.909092890979
bac,Île-de-France,non,2435.0,0.0,580.0,685.67,500.0
aucun,Île-de-France,non,2527.0,4.0,393.0,610.314,500.0
bac+2,Hauts-de-France,non,2538.0,3.0,754.0,810.39,22200.55242602915
bac,Normandie,oui,3562.0,1.0,530.0,1086.972,500.0
master,Auvergne-Rhône-Alpes,non,899.0,2.0,782.0,889.7240000000002,14428.313756023645
master,Hauts-de-France,non,2543.0,1.0,338.0,595.91,500.0
bac+2,Hauts-de-France,non,3431.0,3.0,684.0,864.9620000000001,500.0
master,Corse,oui,2670.0,3.0,581.0,358.61,500.0
doctorat,Normandie,non,3240.0,0.0,472.0,654.4939999999999,4802.988003983614
bac,Auvergne-Rhône-Alpes,non,3291.0,4.0,576.0,700.374,500.0
aucun,Hauts-de-France,oui,2180.0,0.0,580.0,820.8860000000001,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,1853.0,4.0,576.0,682.828,500.0
doctorat,Corse,oui,1226.0,0.0,580.0,733.062,500.0
doctorat,Hauts-de-France,non,2923.0,4.0,576.0,1049.152,500.0
bac,Normandie,oui,2322.0,1.0,553.0,440.312,500.0
bac,Auvergne-Rhône-Alpes,oui,500.0,0.0,580.0,650.918,6127.869716111422
bac,Hauts-de-France,oui,3815.0,4.0,825.0,803.6320000000001,500.0
master,Corse,non,2977.0,4.0,576.0,1076.2,11336.297362326908
bac+2,Hauts-de-France,non,4489.0,5.0,557.0,811.244,21612.37044925595
doctorat,Occitanie,oui,3792.0,4.0,576.0,700.914,500.0
bac+2,Hauts-de-France,oui,3538.0,4.0,576.0,509.1259999999999,8038.133550766876
doctorat,Hauts-de-France,non,1584.0,4.0,625.0,810.158,2812.595318098753
bac,Corse,oui,1129.0,5.0,320.0,671.032,500.0
aucun,Bretagne,non,2679.0,0.0,766.0,1001.9200000000001,29058.06890589024
bac,Hauts-de-France,oui,4289.0,1.0,611.0,417.37,500.0
master,Normandie,oui,2484.0,1.0,305.0,712.488,500.0
bac,Auvergne-Rhône-Alpes,non,500.0,2.0,837.0,650.918,14334.790502978738
master,Occitanie,non,2092.0,0.0,384.0,817.27,500.0
aucun,Normandie,oui,500.0,0.0,323.0,563.72,500.0
master,Normandie,non,3449.0,5.0,557.0,706.444,30648.49801819472
bac,Corse,non,2248.0,5.0,557.0,270.33,500.0
aucun,Corse,non,3027.0,0.0,580.0,1025.704,500.0
bac+2,Bretagne,non,1286.0,5.0,557.0,1172.6,20360.58418007003
doctorat,Occitanie,non,963.0,2.0,577.0,825.348,500.0
aucun,Normandie,oui,3092.0,4.0,512.0,610.858,2137.4495865119416
doctorat,Île-de-France,non,4439.0,2.0,577.0,969.318,42750.98637315525
master,Provence-Alpes-Côte d’Azur,non,1736.0,2.0,325.0,826.47,19586.0762412498
bac,Hauts-de-France,non,2649.0,5.0,548.0,915.72,500.0
master,Provence-Alpes-Côte d’Azur,non,500.0,4.0,576.0,1063.35,500.0
master,Bretagne,oui,3614.0,0.0,580.0,781.0620000000001,20389.981331141284
bac+2,Hauts-de-France,oui,3013.0,5.0,557.0,824.488,20598.3563482812
master,Normandie,non,3062.0,2.0,486.0,654.768,500.0
aucun,Corse,oui,4682.0,1.0,576.0,806.766,4591.209243175377
aucun,Provence-Alpes-Côte d’Azur,oui,2266.0,0.0,580.0,730.9480000000001,10203.308862875749
bac+2,Île-de-France,oui,3452.0,1.0,592.0,589.92,24287.99102342265
doctorat,Auvergne-Rhône-Alpes,non,993.0,5.0,557.0,998.73,500.0
doctorat,Corse,oui,2109.0,5.0,557.0,908.54,10792.3901706821
doctorat,Bretagne,non,3281.0,2.0,577.0,1009.976,36488.91702247232
master,Auvergne-Rhône-Alpes,non,2046.0,3.0,657.0,853.158,18671.445967623644
doctorat,Auvergne-Rhône-Alpes,oui,1464.0,5.0,557.0,397.78,500.0
master,Auvergne-Rhône-Alpes,non,3366.0,2.0,577.0,596.6640000000001,29230.3405532146
bac,Provence-Alpes-Côte d’Azur,oui,500.0,4.0,320.0,745.66,500.0
aucun,Hauts-de-France,oui,2518.0,4.0,576.0,716.794,500.0
doctorat,Normandie,non,1939.0,2.0,577.0,659.232,19583.13696015269
bac+2,Occitanie,oui,2570.0,4.0,513.0,798.554,2502.644834658861
aucun,Auvergne-Rhône-Alpes,non,4345.0,5.0,557.0,770.1579999999999,23333.146224276992
bac+2,Bretagne,non,2649.0,3.0,667.0,651.608,500.0
bac,Île-de-France,oui,2305.0,0.0,666.0,1126.2179999999998,500.0
master,Normandie,non,500.0,3.0,581.0,607.38,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,4187.0,1.0,651.0,952.592,12183.02311198201
aucun,Île-de-France,oui,1615.0,5.0,557.0,671.45,6081.925621554546
doctorat,Occitanie,oui,1981.0,1.0,553.0,796.4179999999999,9420.651157219008
bac+2,Auvergne-Rhône-Alpes,non,946.0,3.0,837.0,1044.474,500.0
bac,Provence-Alpes-Côte d’Azur,oui,1358.0,5.0,588.0,795.928,500.0
aucun,Normandie,non,1978.0,3.0,581.0,922.906,500.0
bac+2,Corse,non,3142.0,0.0,467.0,714.144,4792.3119247859
master,Bretagne,oui,3336.0,4.0,576.0,676.472,17960.37004122034
aucun,Auvergne-Rhône-Alpes,oui,4944.0,5.0,557.0,844.9,12873.031183839874
aucun,Île-de-France,non,2682.0,3.0,502.0,960.86,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,2254.0,2.0,577.0,754.2239999999999,25653.8548432962
bac+2,Occitanie,oui,4504.0,1.0,388.0,1105.118,24423.367356687104
doctorat,Corse,oui,2453.0,4.0,723.0,265.2039,500.0
aucun,Corse,oui,2496.0,1.0,759.0,654.658,500.0
bac,Auvergne-Rhône-Alpes,non,896.0,0.0,494.0,926.2300000000001,12874.556201202864
bac+2,Corse,oui,3717.0,1.0,553.0,789.922,500.0
doctorat,Corse,oui,1715.0,5.0,557.0,999.4739999999999,500.0
master,Provence-Alpes-Côte d’Azur,non,1465.0,3.0,644.0,265.2039,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,536.0,1.0,622.0,729.1800000000001,500.0
aucun,Bretagne,oui,1431.0,1.0,718.0,818.266,500.0
master,Bretagne,oui,3153.0,3.0,581.0,829.72,500.0
master,Hauts-de-France,non,1930.0,3.0,581.0,908.2479999999999,17537.5768626497
doctorat,Corse,oui,4893.0,1.0,553.0,708.98,6652.601907887115
doctorat,Île-de-France,oui,2764.0,2.0,577.0,896.5540000000001,34427.4067352318
master,Auvergne-Rhône-Alpes,oui,2814.0,5.0,557.0,684.652,22986.86900407216
bac,Hauts-de-France,oui,3138.0,0.0,580.0,565.412,500.0
bac,Auvergne-Rhône-Alpes,non,3162.0,5.0,617.0,1081.074,10982.076331042272
master,Bretagne,oui,1389.0,1.0,553.0,987.8059999999999,500.0
bac,Occitanie,oui,3598.0,4.0,349.0,839.6940000000001,14707.494346449566
aucun,Île-de-France,non,2201.0,5.0,557.0,837.5799999999999,14594.453914396168
bac+2,Normandie,non,4304.0,1.0,553.0,856.6899999999999,26907.15136647973
bac,Corse,oui,4658.0,2.0,773.0,787.222,8600.221570401316
master,Corse,non,1596.0,3.0,581.0,1006.21,10795.14829828503
bac+2,Corse,oui,2695.0,2.0,577.0,1132.984,3282.616970746021
aucun,Hauts-de-France,oui,929.0,0.0,376.0,965.2239999999999,500.0
master,Provence-Alpes-Côte d’Azur,non,1965.0,2.0,577.0,712.8299999999999,500.0
bac,Auvergne-Rhône-Alpes,oui,1622.0,2.0,577.0,820.89,13482.61574743173
doctorat,Provence-Alpes-Côte d’Azur,oui,2694.0,5.0,545.0,1106.538,25805.445066223645
bac,Provence-Alpes-Côte d’Azur,oui,1938.0,1.0,822.0,941.8900000000001,8243.965842906731
bac,Auvergne-Rhône-Alpes,oui,1885.0,2.0,620.0,881.8100000000001,625.181791164074
bac,Normandie,oui,1506.0,1.0,649.0,657.47,500.0
master,Île-de-France,non,791.0,5.0,557.0,617.6479999999999,500.0
bac+2,Normandie,oui,2381.0,3.0,581.0,871.49,500.0
master,Normandie,oui,4687.0,4.0,576.0,927.47,25025.308349157804
master,Normandie,non,1483.0,1.0,701.0,691.522,500.0
master,Normandie,non,1193.0,0.0,580.0,972.7439999999999,14431.899627318558
aucun,Île-de-France,oui,2829.0,1.0,553.0,401.22,3600.6258579204514
bac+2,Provence-Alpes-Côte d’Azur,oui,1658.0,0.0,561.0,809.0219999999999,500.0
master,Normandie,non,1542.0,0.0,703.0,889.1899999999999,500.0
bac+2,Auvergne-Rhône-Alpes,non,5028.0,5.0,654.0,1001.3679999999998,38753.47407594087
aucun,Normandie,non,2826.0,3.0,581.0,981.372,9442.87811949249
bac,Hauts-de-France,oui,2933.0,2.0,599.0,921.2679999999998,500.0
aucun,Hauts-de-France,oui,2517.0,1.0,612.0,811.344,500.0
master,Auvergne-Rhône-Alpes,oui,2322.0,3.0,442.0,455.66,13967.640759039814
aucun,Occitanie,oui,3144.0,2.0,577.0,649.404,500.0
bac+2,Île-de-France,non,2510.0,0.0,717.0,591.72,23259.8725121498
aucun,Bretagne,oui,1883.0,4.0,576.0,1158.32,500.0
aucun,Hauts-de-France,non,500.0,1.0,553.0,490.27,500.0
bac+2,Normandie,non,1634.0,4.0,435.0,561.2520000000001,10274.636174398358
bac+2,Provence-Alpes-Côte d’Azur,non,3414.0,1.0,648.0,1019.99,33852.133516221205
aucun,Provence-Alpes-Côte d’Azur,non,1684.0,3.0,799.0,637.29,19034.951240767296
bac,Provence-Alpes-Côte d’Azur,non,2396.0,2.0,302.0,829.02,12465.414702869017
master,Auvergne-Rhône-Alpes,oui,500.0,4.0,549.0,650.918,500.0
aucun,Provence-Alpes-Côte d’Azur,non,2173.0,5.0,557.0,911.7860000000001,500.0
bac+2,Hauts-de-France,non,3149.0,1.0,551.0,935.6119999999999,500.0
aucun,Hauts-de-France,oui,4044.0,0.0,580.0,922.97,1452.9636159923682
master,Île-de-France,oui,2343.0,1.0,561.0,488.25200000000007,15008.06992421023
master,Bretagne,oui,2433.0,5.0,844.0,625.068,500.0
bac+2,Corse,oui,1831.0,3.0,562.0,940.1619999999999,500.0
master,Île-de-France,oui,1397.0,0.0,517.0,825.37,15792.631760679456
