sport_licence,niveau_etude,region,smoker,nb_enfants,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
non,master,Hauts-de-France,oui,1,3141.0,2.0,570.0,801.07,500.0
oui,bac,Hauts-de-France,non,2,1890.0,4.0,573.0,795.1859999999999,500.0
oui,master,Île-de-France,oui,0,2668.0,5.0,301.0,908.6560000000002,500.0
oui,bac,Île-de-France,non,0,2419.0,1.0,582.0,748.978,1394.9862081111244
oui,doctorat,Hauts-de-France,non,1,2723.0,1.0,582.0,851.058,21458.909621702354
non,doctorat,Hauts-de-France,oui,1,2341.0,1.0,582.0,766.77,5535.017745958767
non,bac,Occitanie,oui,1,2892.0,0.0,571.0,702.3120000000001,500.0
non,bac+2,Normandie,non,1,3383.0,2.0,570.0,646.192,8314.604080983006
oui,bac+2,Normandie,oui,1,1411.0,1.0,582.0,952.868,500.0
oui,aucun,Auvergne-Rhône-Alpes,oui,1,2638.0,3.0,575.0,761.74,8318.878960133354
oui,doctorat,Bretagne,oui,3,4689.0,1.0,582.0,850.414,37430.11287376728
oui,master,Auvergne-Rhône-Alpes,oui,2,500.0,3.0,575.0,842.04,8493.181973690147
non,doctorat,Corse,oui,0,1560.0,1.0,582.0,627.364,500.0
oui,bac,Hauts-de-France,non,2,1944.0,0.0,560.0,617.566,15979.71244111592
oui,bac,Normandie,oui,1,3705.0,3.0,575.0,782.528,6080.706830724672
oui,aucun,Occitanie,oui,3,4845.0,0.0,502.0,710.3599999999999,5546.818003593203
non,bac+2,Île-de-France,non,2,3632.0,4.0,782.0,260.35810000000004,14334.997419492363
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1,2515.0,1.0,582.0,793.76,12238.656136284624
oui,bac+2,Provence-Alpes-Côte d’Azur,non,3,1839.0,0.0,477.0,563.3,500.0
non,aucun,Bretagne,non,1,1634.0,0.0,600.0,721.802,500.0
non,aucun,Auvergne-Rhône-Alpes,oui,3,2605.0,4.0,573.0,667.2639999999999,500.0
oui,bac,Provence-Alpes-Côte d’Azur,non,3,4640.0,2.0,778.0,879.1479999999999,40383.20355457974
non,master,Auvergne-Rhône-Alpes,oui,3,2196.0,0.0,480.0,945.86,500.0
non,bac+2,Normandie,non,4,2289.0,3.0,600.0,1260.93,898.0166164025087
non,bac+2,Corse,non,1,795.0,1.0,582.0,592.27,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,3,2469.0,2.0,611.0,1111.522,16783.07273501787
oui,doctorat,Bretagne,oui,2,500.0,5.0,509.0,464.49399999999997,500.0
non,bac+2,Normandie,non,0,2150.0,4.0,573.0,757.672,500.0
non,bac,Île-de-France,non,0,5194.0,0.0,407.0,590.146,500.0
oui,doctorat,Île-de-France,non,1,4512.0,5.0,578.0,752.958,41885.00299237881
oui,doctorat,Bretagne,oui,4,2413.0,0.0,560.0,930.7700000000001,7113.001946502265
non,bac+2,Île-de-France,oui,2,1852.0,1.0,582.0,717.528,12081.596526161007
oui,master,Occitanie,non,2,4185.0,1.0,709.0,777.128,29410.86835738064
oui,aucun,Corse,non,0,2628.0,0.0,560.0,746.04,500.0
oui,bac,Occitanie,non,2,2399.0,1.0,582.0,794.43,500.0
oui,master,Hauts-de-France,non,1,2446.0,1.0,582.0,614.8839999999999,9722.713386729029
non,master,Normandie,non,2,2875.0,0.0,372.0,524.08,12109.13371038852
oui,aucun,Île-de-France,non,0,1801.0,2.0,570.0,920.59,500.0
oui,doctorat,Hauts-de-France,oui,0,2997.0,2.0,446.0,919.518,12351.541458262996
oui,aucun,Corse,non,2,1586.0,2.0,618.0,260.35810000000004,500.0
non,master,Hauts-de-France,non,0,3507.0,4.0,573.0,826.1879999999999,15320.014289482797
oui,bac+2,Normandie,non,1,4052.0,3.0,575.0,525.18,500.0
oui,aucun,Bretagne,non,0,3882.0,5.0,578.0,754.02,500.0
oui,master,Bretagne,oui,0,937.0,1.0,424.0,752.2479999999999,500.0
non,doctorat,Hauts-de-France,oui,0,2356.0,4.0,827.0,626.708,500.0
non,bac+2,Bretagne,non,3,950.0,1.0,713.0,807.578,500.0
non,bac,Normandie,oui,2,1126.0,2.0,570.0,603.678,500.0
oui,bac,Occitanie,oui,6,3738.0,0.0,772.0,869.04,4305.494177499796
oui,aucun,Provence-Alpes-Côte d’Azur,oui,0,2679.0,2.0,570.0,988.49,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,non,1,1225.0,1.0,582.0,795.6800000000001,500.0
oui,bac,Normandie,non,4,3022.0,4.0,387.0,700.6160000000001,16554.386009342827
oui,bac,Provence-Alpes-Côte d’Azur,oui,2,1657.0,5.0,578.0,821.3620000000001,3560.7834554606
oui,master,Île-de-France,oui,2,5030.0,1.0,541.0,732.004,34787.54098656186
oui,bac,Occitanie,non,0,5118.0,1.0,777.0,438.416,21352.074084759588
non,master,Auvergne-Rhône-Alpes,non,2,5303.0,4.0,573.0,709.3439999999998,3328.319234921054
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1,500.0,5.0,788.0,870.742,500.0
non,bac,Hauts-de-France,oui,0,3268.0,2.0,570.0,1065.68,500.0
non,master,Normandie,oui,0,3194.0,4.0,573.0,934.6479999999999,500.0
non,bac,Hauts-de-France,oui,2,500.0,0.0,386.0,675.4100000000001,500.0
oui,bac,Occitanie,non,0,2416.0,1.0,582.0,875.948,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,3,2024.0,0.0,560.0,953.0740000000002,7431.455873532736
non,aucun,Hauts-de-France,non,0,3091.0,2.0,626.0,889.092,500.0
non,bac,Normandie,oui,3,1538.0,0.0,331.0,845.96,500.0
oui,bac,Hauts-de-France,oui,3,2333.0,3.0,575.0,642.9979999999999,500.0
non,aucun,Île-de-France,non,1,2304.0,4.0,572.0,939.366,500.0
oui,aucun,Corse,non,2,2488.0,4.0,313.0,722.178,500.0
oui,aucun,Occitanie,non,0,3619.0,1.0,762.0,767.892,10961.53510729044
oui,master,Corse,oui,3,2691.0,1.0,308.0,460.74,500.0
non,bac,Occitanie,non,0,1895.0,4.0,301.0,1128.87,500.0
non,master,Normandie,non,0,1302.0,1.0,672.0,729.7180000000001,500.0
oui,master,Occitanie,oui,-1,1751.0,3.0,582.0,923.3120000000001,500.0
oui,bac,Corse,oui,2,3353.0,3.0,369.0,616.0440000000001,500.0
oui,bac,Corse,non,1,2560.0,4.0,573.0,1040.47,1781.3616109541451
non,bac+2,Provence-Alpes-Côte d’Azur,oui,2,638.0,5.0,631.0,761.7560000000001,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,3,3645.0,1.0,582.0,622.1780000000001,500.0
oui,bac+2,Île-de-France,oui,2,2355.0,2.0,570.0,703.158,5528.465972494319
oui,aucun,Hauts-de-France,oui,3,2051.0,0.0,307.0,866.376,500.0
oui,aucun,Bretagne,oui,1,3110.0,1.0,582.0,998.5319999999999,500.0
oui,master,Normandie,oui,0,2743.0,2.0,570.0,933.818,14195.664239721043
non,aucun,Provence-Alpes-Côte d’Azur,non,5,772.0,0.0,560.0,959.2760000000001,12936.861336563015
oui,aucun,Corse,non,1,3336.0,1.0,839.0,942.6600000000001,500.0
non,doctorat,Normandie,non,3,1967.0,0.0,342.0,721.922,3775.8674462486015
oui,bac+2,Hauts-de-France,non,1,4167.0,4.0,586.0,832.936,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,oui,0,3151.0,3.0,671.0,749.174,18467.8874721464
oui,master,Provence-Alpes-Côte d’Azur,oui,4,2755.0,4.0,573.0,596.8819999999998,18152.581883571507
non,bac,Occitanie,non,2,3726.0,1.0,582.0,855.0260000000001,8126.129733065192
non,bac,Corse,non,3,2498.0,5.0,401.0,778.966,500.0
oui,bac+2,Occitanie,non,1,2171.0,3.0,533.0,949.0440000000001,3819.371480569798
non,bac,Hauts-de-France,oui,0,3206.0,2.0,409.0,975.494,500.0
non,aucun,Bretagne,non,1,2377.0,0.0,537.0,637.856,500.0
non,bac+2,Normandie,oui,5,2029.0,5.0,578.0,593.144,500.0
non,bac,Normandie,non,0,2053.0,3.0,754.0,866.376,2956.1020703684294
oui,bac,Bretagne,non,2,1638.0,1.0,825.0,958.0780000000001,16992.15243117191
oui,aucun,Auvergne-Rhône-Alpes,oui,2,3668.0,2.0,570.0,942.7860000000001,500.0
oui,master,Auvergne-Rhône-Alpes,non,2,2710.0,3.0,575.0,916.4540000000001,19514.02972686321
non,doctorat,Provence-Alpes-Côte d’Azur,oui,5,1179.0,1.0,533.0,836.5040000000001,13875.34351767521
non,bac,Corse,oui,1,569.0,4.0,573.0,1263.31,500.0
non,doctorat,Auvergne-Rhône-Alpes,non,1,4618.0,4.0,573.0,564.29,12698.728303564769
non,bac,Île-de-France,oui,3,3889.0,5.0,578.0,719.49,20828.584138091854
non,doctorat,Provence-Alpes-Côte d’Azur,non,0,2386.0,0.0,769.0,1000.42,500.0
oui,master,Bretagne,oui,0,2314.0,4.0,528.0,1125.7,6448.538779974544
oui,aucun,Normandie,non,1,3562.0,1.0,457.0,701.008,6330.972478209345
non,aucun,Corse,non,1,2458.0,5.0,691.0,750.8219999999999,8453.690992867754
non,doctorat,Île-de-France,oui,1,3212.0,1.0,582.0,776.744,16452.694668540862
non,aucun,Île-de-France,non,2,4329.0,0.0,370.0,603.378,6793.162530714455
non,master,Occitanie,non,5,3600.0,0.0,513.0,397.58399999999995,38838.0308223296
non,bac,Provence-Alpes-Côte d’Azur,non,3,3227.0,2.0,570.0,703.414,24098.1568552152
oui,master,Auvergne-Rhône-Alpes,oui,1,1754.0,5.0,578.0,641.47,11316.71378645546
oui,bac,Hauts-de-France,non,1,1508.0,1.0,582.0,929.076,500.0
non,aucun,Occitanie,non,1,3680.0,0.0,560.0,905.4399999999999,500.0
non,doctorat,Bretagne,non,1,1837.0,2.0,364.0,776.174,11360.46788754918
non,aucun,Hauts-de-France,non,1,1004.0,3.0,575.0,927.8079999999998,500.0
oui,aucun,Occitanie,oui,0,1809.0,0.0,627.0,674.266,500.0
oui,aucun,Bretagne,oui,0,1808.0,0.0,844.0,332.48,500.0
oui,bac,Occitanie,non,3,2088.0,2.0,560.0,968.626,500.0
oui,bac+2,Bretagne,oui,1,1048.0,1.0,582.0,824.7239999999999,500.0
oui,bac,Normandie,non,0,2416.0,4.0,847.0,885.912,9381.362706346012
non,master,Corse,non,3,3100.0,3.0,503.0,928.836,23330.03576199904
non,bac,Bretagne,oui,1,3345.0,4.0,772.0,855.15,500.0
non,aucun,Hauts-de-France,oui,1,571.0,0.0,385.0,766.95,500.0
oui,bac,Auvergne-Rhône-Alpes,oui,4,2165.0,3.0,575.0,1037.4959999999999,500.0
oui,master,Occitanie,oui,1,3761.0,4.0,754.0,786.828,16148.138465635076
non,aucun,Occitanie,oui,-3,1065.0,0.0,560.0,760.046,500.0
oui,doctorat,Bretagne,oui,3,3700.0,0.0,785.0,817.2059999999999,9780.369901594153
oui,aucun,Hauts-de-France,non,2,1093.0,5.0,578.0,948.192,3012.7937654275847
oui,aucun,Auvergne-Rhône-Alpes,non,2,2376.0,2.0,570.0,687.508,500.0
oui,bac+2,Bretagne,oui,0,3895.0,4.0,801.0,770.016,22164.03498786477
non,bac+2,Occitanie,oui,0,3726.0,4.0,687.0,855.0260000000001,4423.311398414992
oui,aucun,Hauts-de-France,non,2,3537.0,5.0,578.0,652.758,500.0
oui,aucun,Hauts-de-France,oui,0,2562.0,1.0,582.0,971.0040000000001,500.0
non,bac,Auvergne-Rhône-Alpes,non,2,2216.0,4.0,364.0,947.9939999999999,3437.2194837876978
non,bac+2,Bretagne,oui,0,5482.0,0.0,560.0,809.7740000000001,12016.316463485082
oui,bac+2,Occitanie,oui,4,3176.0,5.0,578.0,906.3639999999999,13908.714167027369
oui,aucun,Auvergne-Rhône-Alpes,oui,3,3016.0,2.0,570.0,835.2779999999999,3901.096659342591
non,doctorat,Bretagne,oui,2,3513.0,5.0,578.0,730.49,6028.655567773642
non,aucun,Île-de-France,oui,3,2560.0,0.0,560.0,471.96,1917.5209376017
oui,aucun,Normandie,non,1,3033.0,0.0,796.0,790.8640000000001,11364.668203650936
non,master,Hauts-de-France,oui,2,1310.0,3.0,732.0,895.2360000000001,4212.307333070113
oui,master,Provence-Alpes-Côte d’Azur,oui,2,2517.0,3.0,481.0,693.4660000000001,500.0
oui,aucun,Corse,oui,2,1479.0,3.0,576.0,816.508,500.0
non,aucun,Normandie,oui,2,500.0,3.0,575.0,671.494,500.0
oui,aucun,Bretagne,non,3,2538.0,4.0,609.0,1158.074,27640.92851778478
oui,bac+2,Corse,oui,0,1642.0,3.0,575.0,1013.58,500.0
oui,master,Bretagne,oui,-1,2184.0,4.0,573.0,658.08,500.0
non,bac,Corse,non,1,2876.0,1.0,582.0,687.112,500.0
non,bac+2,Normandie,non,5,1048.0,3.0,575.0,789.76,500.0
non,master,Provence-Alpes-Côte d’Azur,oui,-1,2628.0,5.0,679.0,889.07,500.0
oui,master,Corse,oui,0,1726.0,5.0,578.0,338.19,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,non,5,1611.0,3.0,575.0,861.332,30635.46107840592
oui,bac+2,Provence-Alpes-Côte d’Azur,non,4,3797.0,3.0,596.0,681.45,50017.97183996266
non,bac,Bretagne,oui,-1,3081.0,5.0,510.0,791.56,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,1,1442.0,3.0,575.0,353.436,500.0
oui,master,Auvergne-Rhône-Alpes,oui,2,1464.0,4.0,573.0,894.9379999999999,17182.586151658612
oui,doctorat,Auvergne-Rhône-Alpes,oui,4,2875.0,5.0,578.0,777.4680000000001,33474.295889371184
oui,bac,Île-de-France,oui,1,2106.0,0.0,560.0,940.976,927.8023298682716
non,aucun,Île-de-France,non,1,5448.0,0.0,560.0,668.884,500.0
non,master,Occitanie,oui,1,2492.0,1.0,582.0,744.73,9558.356838015306
oui,master,Auvergne-Rhône-Alpes,oui,3,1783.0,2.0,570.0,817.442,500.0
oui,doctorat,Île-de-France,oui,1,500.0,3.0,575.0,675.32,500.0
non,bac,Bretagne,non,0,2625.0,0.0,560.0,847.6299999999999,3187.253264175963
non,bac,Corse,non,3,1539.0,0.0,589.0,997.016,3897.177283301962
non,master,Provence-Alpes-Côte d’Azur,non,1,1665.0,1.0,582.0,727.6659999999999,500.0
non,doctorat,Normandie,non,4,1096.0,3.0,330.0,941.2939999999999,500.0
oui,master,Auvergne-Rhône-Alpes,non,0,1904.0,3.0,809.0,458.86400000000003,500.0
non,aucun,Île-de-France,non,3,2042.0,3.0,575.0,779.23,500.0
oui,bac+2,Hauts-de-France,oui,-1,2707.0,1.0,792.0,950.2599999999999,4858.003464076119
non,doctorat,Bretagne,oui,0,4372.0,0.0,560.0,823.8019999999999,500.0
oui,bac+2,Hauts-de-France,non,0,2025.0,4.0,573.0,916.8800000000001,7541.352037102148
non,bac+2,Hauts-de-France,non,3,3387.0,3.0,575.0,561.63,13847.918469432012
non,master,Corse,non,0,500.0,0.0,560.0,822.03,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,0,3907.0,5.0,578.0,813.842,7071.024168250406
non,aucun,Corse,non,1,2917.0,3.0,395.0,899.454,500.0
oui,bac+2,Corse,non,1,5161.0,5.0,629.0,462.69800000000004,30978.61551312172
non,aucun,Provence-Alpes-Côte d’Azur,non,3,3029.0,0.0,772.0,657.1800000000001,27387.277492331803
oui,master,Bretagne,oui,0,2055.0,2.0,570.0,889.1540000000001,14778.16739504434
oui,aucun,Occitanie,non,4,3734.0,1.0,539.0,740.834,19133.948169258478
non,bac,Hauts-de-France,non,1,1618.0,3.0,401.0,917.734,500.0
oui,aucun,Île-de-France,oui,0,3232.0,4.0,573.0,871.6060000000001,500.0
non,master,Bretagne,oui,3,3299.0,2.0,570.0,1147.68,24340.52074039222
oui,bac,Corse,oui,0,675.0,5.0,666.0,812.86,500.0
non,bac,Bretagne,oui,-1,3970.0,1.0,773.0,831.182,500.0
non,master,Île-de-France,oui,3,2859.0,0.0,465.0,538.312,24935.32279502608
oui,bac,Île-de-France,oui,0,3197.0,2.0,570.0,778.586,500.0
oui,aucun,Bretagne,non,1,3906.0,0.0,414.0,1085.47,2380.934333320432
oui,master,Occitanie,oui,2,3143.0,4.0,573.0,525.85,500.0
non,aucun,Auvergne-Rhône-Alpes,non,0,2427.0,3.0,746.0,576.458,500.0
non,bac+2,Bretagne,non,3,3148.0,3.0,350.0,661.118,27383.21823606388
oui,bac,Corse,oui,0,1547.0,1.0,753.0,719.1300000000001,500.0
oui,master,Île-de-France,non,5,1712.0,0.0,560.0,600.076,32111.96197728194
non,master,Provence-Alpes-Côte d’Azur,non,0,4560.0,4.0,573.0,699.884,25348.685869564542
oui,bac,Provence-Alpes-Côte d’Azur,non,1,4005.0,4.0,573.0,260.35810000000004,21073.970737072526
non,master,Corse,non,2,2289.0,3.0,725.0,591.62,19336.78109367464
non,master,Corse,non,2,3655.0,3.0,575.0,754.448,8284.912953988129
oui,doctorat,Normandie,oui,-2,1139.0,1.0,582.0,601.374,500.0
non,bac,Auvergne-Rhône-Alpes,non,1,3175.0,0.0,560.0,1006.4879999999999,500.0
oui,aucun,Hauts-de-France,oui,0,3089.0,0.0,560.0,989.204,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,2,3140.0,2.0,570.0,708.0880000000001,15223.89037145308
non,master,Provence-Alpes-Côte d’Azur,non,2,1348.0,3.0,498.0,872.516,26910.651159169985
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,0,4373.0,4.0,684.0,823.8019999999999,14380.224764543284
oui,master,Provence-Alpes-Côte d’Azur,oui,1,2692.0,0.0,560.0,735.19,26776.140202179347
non,aucun,Occitanie,non,1,2739.0,4.0,573.0,838.0440000000001,2122.4977632963046
non,doctorat,Île-de-France,non,0,1778.0,2.0,536.0,1029.73,14940.076564973271
non,master,Île-de-France,non,2,4102.0,2.0,570.0,741.866,30540.96183070849
non,bac+2,Hauts-de-France,oui,2,3338.0,5.0,578.0,943.2239999999999,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,oui,2,1943.0,2.0,570.0,688.6360000000001,3978.876195088376
oui,bac,Corse,oui,2,3982.0,5.0,578.0,707.1279999999999,500.0
non,bac,Normandie,oui,2,3092.0,1.0,754.0,780.006,2554.07514468232
non,bac+2,Provence-Alpes-Côte d’Azur,oui,0,1281.0,5.0,318.0,720.45,500.0
non,doctorat,Corse,oui,4,4558.0,5.0,578.0,699.884,25026.780056231903
oui,bac+2,Auvergne-Rhône-Alpes,non,3,1689.0,1.0,305.0,816.68,26599.43754569253
non,bac+2,Normandie,non,3,4419.0,0.0,345.0,916.086,29782.546979210965
oui,aucun,Occitanie,oui,3,3061.0,5.0,578.0,932.73,1374.120201161045
oui,doctorat,Normandie,non,0,4019.0,5.0,578.0,1059.05,25028.95147671581
non,aucun,Île-de-France,non,1,3361.0,1.0,582.0,648.066,500.0
oui,aucun,Corse,oui,3,762.0,4.0,322.0,636.628,500.0
non,bac+2,Bretagne,oui,2,2320.0,4.0,573.0,946.14,500.0
non,aucun,Île-de-France,non,2,2149.0,5.0,578.0,716.654,500.0
non,aucun,Île-de-France,oui,0,500.0,1.0,582.0,675.32,500.0
oui,master,Bretagne,oui,4,2824.0,5.0,339.0,752.74,1024.4421773631336
non,doctorat,Occitanie,non,2,975.0,5.0,320.0,892.3299999999999,6074.450524520006
non,doctorat,Bretagne,non,3,2494.0,4.0,573.0,649.68,11250.286839037391
non,master,Occitanie,oui,0,2493.0,2.0,478.0,596.4440000000001,500.0
oui,bac+2,Normandie,oui,1,2290.0,5.0,578.0,931.69,500.0
oui,bac+2,Hauts-de-France,non,0,1735.0,3.0,575.0,677.408,5109.158230027227
oui,aucun,Auvergne-Rhône-Alpes,non,1,2221.0,1.0,582.0,947.9939999999999,12472.267451045402
oui,bac,Provence-Alpes-Côte d’Azur,non,2,5164.0,3.0,433.0,462.698,39308.05770769392
non,bac,Occitanie,oui,1,2180.0,2.0,570.0,853.1120000000001,500.0
non,master,Corse,non,2,3161.0,0.0,314.0,670.704,500.0
oui,bac,Provence-Alpes-Côte d’Azur,oui,0,2571.0,1.0,582.0,719.76,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,0,2291.0,3.0,575.0,1023.232,19857.245881196908
oui,bac+2,Bretagne,oui,3,2369.0,1.0,738.0,761.4599999999999,24620.767391648813
non,bac,Hauts-de-France,oui,1,1075.0,5.0,539.0,749.37,500.0
non,bac,Île-de-France,non,5,3522.0,5.0,578.0,786.6519999999999,5142.698649077676
oui,bac+2,Auvergne-Rhône-Alpes,non,0,2254.0,5.0,782.0,700.3979999999999,500.0
non,master,Bretagne,oui,3,2327.0,0.0,560.0,1008.716,500.0
oui,doctorat,Normandie,oui,3,1773.0,5.0,578.0,774.458,5378.161157274351
oui,aucun,Bretagne,non,0,4783.0,4.0,700.0,611.9159999999999,500.0
non,aucun,Auvergne-Rhône-Alpes,oui,0,2530.0,1.0,620.0,584.92,500.0
non,aucun,Occitanie,non,1,616.0,4.0,573.0,790.266,500.0
oui,bac,Île-de-France,oui,2,500.0,4.0,647.0,675.32,500.0
oui,bac,Corse,oui,2,3074.0,5.0,775.0,579.17,13359.618475168802
non,bac+2,Hauts-de-France,oui,4,2427.0,3.0,575.0,946.86,22792.63222066296
non,doctorat,Hauts-de-France,oui,1,3719.0,2.0,750.0,671.418,7160.439215744744
non,doctorat,Île-de-France,non,2,4528.0,2.0,809.0,1276.18,8177.839401967152
oui,aucun,Hauts-de-France,oui,3,2856.0,3.0,514.0,720.174,500.0
non,master,Bretagne,oui,4,1004.0,2.0,380.0,942.45,500.0
oui,bac,Bretagne,oui,0,4171.0,5.0,746.0,855.258,11787.46534704291
non,aucun,Île-de-France,oui,3,3295.0,5.0,578.0,957.7120000000001,5038.902107456444
non,aucun,Auvergne-Rhône-Alpes,non,3,1581.0,5.0,652.0,672.308,13452.039344800967
non,doctorat,Corse,oui,0,1799.0,4.0,810.0,737.64,500.0
oui,master,Occitanie,non,1,500.0,3.0,494.0,965.86,4642.617665935984
oui,doctorat,Normandie,oui,2,3063.0,3.0,575.0,891.7439999999999,500.0
oui,aucun,Occitanie,non,3,2317.0,2.0,570.0,974.492,14019.087449561814
non,doctorat,Île-de-France,non,1,4089.0,4.0,818.0,709.0939999999999,41195.51693350651
oui,doctorat,Île-de-France,oui,0,2125.0,2.0,570.0,1172.7,17984.465409737946
non,bac,Provence-Alpes-Côte d’Azur,non,3,3192.0,2.0,570.0,934.6479999999999,653.4418659436318
oui,master,Île-de-France,non,1,3037.0,5.0,578.0,967.9200000000001,9345.549983030918
non,master,Auvergne-Rhône-Alpes,non,-1,4451.0,1.0,582.0,748.5199999999999,500.0
non,doctorat,Provence-Alpes-Côte d’Azur,non,5,1773.0,4.0,715.0,774.458,41512.03254263748
non,bac,Provence-Alpes-Côte d’Azur,non,4,2399.0,4.0,573.0,777.9219999999999,13886.094425807923
non,doctorat,Normandie,non,1,517.0,3.0,575.0,735.4640000000002,5488.954134048686
non,bac,Provence-Alpes-Côte d’Azur,non,2,3093.0,5.0,709.0,828.7539999999999,500.0
oui,bac,Auvergne-Rhône-Alpes,oui,2,2386.0,5.0,578.0,748.574,5218.277722739592
oui,bac,Île-de-France,oui,3,4465.0,5.0,578.0,840.5440000000001,34934.403734645
non,doctorat,Normandie,non,5,1123.0,1.0,311.0,782.5379999999999,8059.855647103043
non,doctorat,Île-de-France,oui,1,3557.0,2.0,570.0,694.626,500.0
non,doctorat,Corse,oui,6,4529.0,0.0,560.0,691.43,22954.156459416205
non,aucun,Provence-Alpes-Côte d’Azur,non,1,1115.0,0.0,781.0,793.2239999999999,15152.875127393272
oui,bac+2,Provence-Alpes-Côte d’Azur,non,0,677.0,1.0,582.0,812.86,12129.83457878466
oui,bac,Hauts-de-France,non,3,2405.0,4.0,348.0,1298.3356,7268.391379276753
non,bac+2,Occitanie,oui,0,3143.0,3.0,575.0,630.8480000000001,500.0
non,aucun,Hauts-de-France,non,3,2233.0,3.0,368.0,814.72,500.0
non,aucun,Île-de-France,oui,2,2363.0,0.0,737.0,713.868,500.0
oui,aucun,Auvergne-Rhône-Alpes,oui,2,1787.0,1.0,629.0,784.7479999999999,500.0
oui,bac,Occitanie,non,2,2185.0,4.0,441.0,820.2180000000001,500.0
oui,bac,Provence-Alpes-Côte d’Azur,non,0,3089.0,0.0,431.0,989.204,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,1,788.0,0.0,560.0,615.0,25452.45365394456
non,aucun,Provence-Alpes-Côte d’Azur,non,4,1514.0,4.0,578.0,712.57,17609.109037278908
oui,doctorat,Corse,oui,3,1207.0,5.0,578.0,378.04,5710.746455264964
non,bac,Corse,oui,1,2868.0,4.0,410.0,789.9440000000002,500.0
non,doctorat,Bretagne,oui,5,500.0,4.0,573.0,464.49399999999997,19141.21954347921
non,aucun,Auvergne-Rhône-Alpes,non,3,819.0,2.0,389.0,882.124,500.0
non,bac+2,Hauts-de-France,oui,1,1961.0,2.0,570.0,974.68,500.0
non,doctorat,Hauts-de-France,non,3,1930.0,0.0,505.0,771.49,20705.76794283084
oui,bac,Provence-Alpes-Côte d’Azur,non,2,3027.0,1.0,582.0,633.7180000000001,19534.58182641898
non,aucun,Bretagne,non,0,2348.0,5.0,578.0,719.8,1685.830178106992
oui,bac+2,Bretagne,oui,3,614.0,1.0,374.0,733.784,8574.944538648186
oui,bac+2,Occitanie,non,1,1468.0,5.0,578.0,983.624,500.0
oui,bac+2,Normandie,oui,0,733.0,3.0,626.0,906.7640000000001,500.0
non,bac+2,Occitanie,oui,2,3151.0,3.0,318.0,740.186,500.0
oui,aucun,Auvergne-Rhône-Alpes,oui,1,4287.0,4.0,573.0,616.6279999999999,3652.812326876312
non,doctorat,Hauts-de-France,oui,3,761.0,3.0,575.0,801.6980000000001,4281.691177730665
oui,bac,Normandie,oui,2,1477.0,2.0,570.0,816.508,1766.496432038236
oui,doctorat,Île-de-France,non,2,4027.0,0.0,560.0,855.6780000000001,49037.11769232064
oui,bac+2,Hauts-de-France,oui,2,1612.0,1.0,582.0,905.5039999999999,1492.7164766552362
oui,master,Occitanie,oui,1,1955.0,4.0,573.0,791.38,10653.60714610524
non,bac,Normandie,non,3,1555.0,2.0,415.0,703.722,500.0
oui,master,Bretagne,oui,4,1558.0,2.0,570.0,1062.37,500.0
oui,doctorat,Île-de-France,non,3,3644.0,2.0,570.0,710.284,60000.0
oui,master,Hauts-de-France,non,2,3573.0,4.0,300.0,704.99,18065.748679216245
oui,doctorat,Occitanie,non,2,4537.0,2.0,599.0,633.008,52181.62923037825
non,bac,Auvergne-Rhône-Alpes,non,2,1300.0,0.0,676.0,633.15,500.0
non,aucun,Corse,non,0,2887.0,2.0,570.0,1161.65,500.0
oui,master,Normandie,non,2,2090.0,3.0,575.0,1010.6120000000001,23019.76390003314
non,bac,Corse,non,1,4760.0,3.0,563.0,751.106,4036.602576918627
non,bac,Occitanie,non,3,1990.0,4.0,573.0,710.7379999999999,21993.694057152054
non,aucun,Hauts-de-France,non,0,2889.0,2.0,570.0,807.806,500.0
oui,master,Corse,non,0,1782.0,0.0,549.0,778.6400000000001,6825.723389769327
non,bac+2,Provence-Alpes-Côte d’Azur,non,1,1660.0,2.0,570.0,767.936,1822.5165638950168
non,bac+2,Bretagne,non,2,1336.0,3.0,575.0,930.7760000000001,500.0
non,bac,Auvergne-Rhône-Alpes,non,3,1370.0,0.0,560.0,682.1,15516.182257376977
oui,bac+2,Île-de-France,non,0,574.0,0.0,491.0,608.22,3599.3797608976947
non,master,Bretagne,non,2,2487.0,5.0,578.0,829.262,23152.98425813676
